step,damaged_neurons,dead_neurons,healthy_neurons,neurons_total,total_pro_inflammation,total_anti_inflammation,mean_pro_inflammation,mean_anti_inflammation,microglia_total,microglia_M0,microglia_M1,microglia_M2,microglia_LDAM,microglia_DAM,astrocytes_total,astrocytes_A0,astrocytes_A1,astrocytes_A2,total_ld_neurons,total_ld_microglia,total_ld_astrocytes,total_amyloid_patches,average_amyloid_value,amyloid_monomers_population,amyloid_polymers_population,amyloid_plaques_population,microglia_TREM2_mutant,total_neuron_toxic_lipids,neurons_with_toxic_lipids,LDAM_fraction,DAM_fraction,TREM2_mutant_fraction,total_inflammation,mean_inflammation
31,0,0,20,20,145.69249694464358,271.4964547155163,0.13378558029811163,0.24930803922453285,15,4,6,5,1,0,20,8,6,6,0.5693981752825329,16.69855516808,8.361398871994764,9.718293457728503,0.008924052761917817,6.2854449602795075,3.432848497448996,0.0,0,0.0,0,0.06666666666666667,0.0,0.0,417.1889516601599,0.3830936195226445
33,1,0,19,20,156.91211283288683,277.4266881287366,0.14408825788143878,0.25475361627983156,15,4,6,5,2,0,20,8,7,5,1.0500102117768824,16.064584064718403,8.352979210396335,9.912659326883075,0.009102533817156176,6.473997481758367,3.4386618451247077,0.0,0,0.7124999999999999,2,0.13333333333333333,0.0,0.0,434.3388009616234,0.39884187416127037
35,0,0,20,20,160.84402294852697,285.41878453520326,0.1476988273172883,0.2620925477825558,15,4,6,5,2,0,20,8,6,6,0.6432820075413446,17.943292383424033,8.247085447277435,9.906912513420737,0.00909725666980784,6.662293293879794,3.2446192195409433,0.0,0,1.3893749999999998,3,0.13333333333333333,0.0,0.0,446.2628074837302,0.4097913750998441
37,0,0,20,20,161.35162132298115,290.2387417352212,0.14816494152707177,0.26651858745199375,15,5,6,4,2,0,20,8,5,7,0.6304163673905177,19.88442653575555,7.872959813094204,10.003050763689155,0.009185537891358269,7.009491685417597,2.9935590782715584,0.0,0,1.79490625,3,0.13333333333333333,0.0,0.0,451.59036305820234,0.4146835289790655
39,0,0,20,20,165.65543487717375,291.1966525191758,0.15211702008923209,0.2673982116796839,15,5,6,4,2,0,20,8,6,6,0.6178080400427073,20.53673800504044,7.611071869165943,10.203111778962938,0.009369248649185435,7.182320907630609,3.020790871332331,0.0,0,2.1801609374999997,3,0.13333333333333333,0.0,0.0,456.8520873963496,0.41951523176891603
41,0,0,20,20,169.63704330607305,292.055236737492,0.15577322617637562,0.26818662693984574,15,5,6,4,2,0,20,8,6,6,0.6112430576866531,21.176003244939636,7.42775030841616,10.407174014542196,0.009556633622169143,5.355129192070709,5.052044822471487,0.0,0,2.4036528906249996,3,0.13333333333333333,0.0,0.0,461.69228004356506,0.42395985311622136
43,0,0,20,20,172.41739077755108,289.4504876929064,0.1583263459848954,0.2657947545389407,15,5,6,4,2,0,20,9,6,5,0.5990181965329201,20.352483180040842,7.299425215891312,10.61531749483304,0.009747766294612525,5.5515885155064755,5.063728979326566,0.0,0,3.0909702460937503,4,0.13333333333333333,0.0,0.0,461.86787847045747,0.4241211005238361
45,0,0,20,20,175.0608103871529,287.1044811640303,0.16075372854651324,0.26364047857119405,15,5,6,4,2,0,20,9,6,5,0.5870378326022616,20.89543351644003,7.209597651123918,10.7256238447297,0.009849057708659044,5.7498573042115115,4.975766540518189,0.0,0,3.648921733789062,4,0.13333333333333333,0.0,0.0,462.1652915511832,0.42439420711770726
47,0,0,20,20,174.2245352349659,288.2318626159175,0.15998579911383462,0.2646757232469399,15,6,5,4,2,0,20,9,6,5,0.5752970759502164,21.42752484611123,7.146718355786743,10.838136321624294,0.009952374950986496,5.949978702330281,4.888157619294013,0.0,0,4.178975647099609,4,0.13333333333333333,0.0,0.0,462.45639785088343,0.4246615223607745
49,0,0,20,20,175.41727603585093,292.6206570521289,0.1610810615572552,0.2687058375134333,15,5,6,4,2,0,20,8,6,6,0.563791134431212,20.798974349189002,7.10270284905072,11.05489904805678,0.010151422450006227,6.1540651700027755,4.900833878054005,0.0,0,4.302526864744628,4,0.13333333333333333,0.0,0.0,468.0379330879798,0.4297868990706885
51,0,0,20,20,175.31688567473628,299.94497783537815,0.16098887573437676,0.2754315682602187,15,5,6,4,2,0,20,7,6,7,0.5525153117425877,20.082994862205226,7.071891994335504,11.275997029017915,0.01035445089900635,8.410529357959874,2.865467671058043,0.0,0,4.657400521507397,4,0.13333333333333333,0.0,0.0,475.26186351011444,0.43642044399459545
53,0,0,20,20,177.9377563713151,303.16145059376385,0.16339555222342983,0.27838517042586214,15,5,6,4,2,0,20,8,6,6,0.5414650055077359,23.23133496496112,7.050324396034853,11.399516969598272,0.010467876005140746,8.764160959221805,2.635356010376467,0.0,0,4.899530495432027,4,0.13333333333333333,0.0,0.0,481.0992069650789,0.44178072264929197
55,0,0,20,20,179.46513678336086,306.05598491373394,0.16479810540253523,0.28104314500802013,15,5,6,4,2,0,20,8,6,6,0.5306357053975812,24.016708265661897,7.0352270772243966,11.525507308990239,0.010583569613397832,8.981434328197466,2.544072980792772,0.0,0,4.654553970660425,4,0.13333333333333333,0.0,0.0,485.5211216970948,0.44584125041055533
57,1,0,19,20,180.43522776855053,308.6608619879031,0.16568891438801703,0.28343513497511763,15,5,6,4,2,0,20,8,6,6,0.9200229912896296,23.53637410034866,7.024658954057078,11.756017455170042,0.010795241005665788,9.20310761654444,2.5529098386256037,0.0,0,4.4218262721274035,4,0.13333333333333333,0.0,0.0,489.09608975645364,0.44912404936313466
59,1,0,19,20,183.9558254289667,311.0051086849926,0.1689217864361494,0.28558779493571407,15,4,7,4,2,0,20,8,6,6,1.101622531463837,22.765646618341687,7.017261267839954,11.991137804273446,0.011011145825779107,9.429280253315419,2.5618575509580253,0.0,0,4.913234958521033,6,0.13333333333333333,0.0,0.0,494.9609341139593,0.4545095813718635
61,1,0,18,19,187.74320931577287,313.1148308436091,0.1723996412449705,0.2875250971933968,15,4,7,4,2,0,20,8,6,6,0.9473460419620205,23.2473173991101,7.1120828874879685,12.230960560358909,0.011231368742294683,9.659983954459747,2.5709766058991628,0.0,0,5.142573210594981,6,0.13333333333333333,0.0,0.0,500.85804015938197,0.45992473843836734
63,1,0,18,19,186.66026288218444,311.7748608782293,0.1714052000754678,0.2862946380883648,15,5,7,3,2,0,20,8,6,6,1.02839912112278,22.682371051127898,7.178458021241577,12.475579771566089,0.011455996117140578,9.895331324834515,2.5802484467315723,0.0,0,5.122944550065232,6,0.13333333333333333,0.0,0.0,498.4351237604137,0.45769983816383264
65,1,0,18,19,189.30843801155584,307.1947839736932,0.17383694950556092,0.2820888741723537,15,5,7,3,2,0,20,8,7,5,1.2078311387003247,22.02872363010534,7.124920614869104,12.72509136699741,0.011685116039483388,10.135405543861904,2.589685823135505,0.0,0,5.34179732256197,6,0.13333333333333333,0.0,0.0,496.503221985249,0.45592582367791457
67,1,0,18,19,190.37508394487233,306.4469920046246,0.17481642235525466,0.28140219651480675,15,4,8,3,2,0,20,8,6,6,1.3836745159263182,22.738149157503237,7.0874444304083735,12.979593194337358,0.011918818360273056,10.380472646452555,2.599120547884803,0.0,0,5.312207456433871,6,0.13333333333333333,0.0,0.0,496.82207594949693,0.45621861887006143
69,1,0,18,19,194.0520921339603,305.77347330397265,0.17819292206975232,0.28078372204221547,15,4,8,3,2,0,20,7,7,6,1.5560010256077916,22.083386174353173,7.061211101285862,13.239185058224106,0.012157194727478518,10.63040425785317,2.608780800370934,0.0,0,5.5215970836121775,6,0.13333333333333333,0.0,0.0,499.82556543793294,0.4589766441119678
71,1,0,18,19,197.23112547663138,305.16695232344273,0.18111214460664038,0.2802267698103239,15,4,8,3,2,0,20,7,7,6,1.7248810050956358,21.44171845086611,7.042847770900103,13.503968759388586,0.012400338622028087,10.885308403089276,2.6186603562993094,0.0,0,5.720517229431568,6,0.13333333333333333,0.0,0.0,502.39807780007413,0.4613389144169643
73,1,0,18,19,197.00081718098727,304.62083553600564,0.1809006585683997,0.27972528515703,15,5,7,3,2,0,20,7,7,6,1.790383384993723,20.912884081848787,7.129993439630072,13.774048134576358,0.012648345394468649,11.145314926100816,2.628733208475542,0.0,0,5.67199136795999,6,0.13333333333333333,0.0,0.0,501.6216527169929,0.4606259437254297
75,1,0,18,19,195.5497312466763,304.13759082502,0.17956816459749889,0.2792815342745822,15,5,7,3,2,0,20,7,7,6,1.8545757172938482,20.394626400211813,7.190995407741051,14.049529097267886,0.012901312302358022,11.410498558156426,2.639030539111459,0.0,0,5.625891799561989,6,0.13333333333333333,0.0,0.0,499.6873220716963,0.45884969887208105
77,1,0,18,19,194.48764161610578,303.70326243307886,0.17859287568053792,0.2788827019587501,15,5,7,3,2,0,20,7,7,6,2.017484202947971,19.886733872207575,7.133696785418735,14.330519679213246,0.013159338548405185,11.681005966086774,2.6495137131264714,0.0,0,5.58209720958389,6,0.13333333333333333,0.0,0.0,498.1909040491846,0.45747557763928803
79,1,0,18,19,193.65010806561978,303.31136630387925,0.17782379069386572,0.27852283407151446,15,5,7,3,2,0,20,7,7,6,2.0771345188890113,19.488999194763426,7.193587749793115,14.617130072797508,0.013422525319373286,11.956993536633005,2.6601365361645035,0.0,0,5.302992349104695,6,0.13333333333333333,0.0,0.0,496.961474369499,0.4563466247653802
81,1,0,18,19,193.11516540174028,306.19933581146864,0.17733256694374683,0.28117478035947535,15,4,7,4,2,0,20,7,7,6,2.235591828511231,19.099219210868156,7.1355114248551805,14.909472674253458,0.01369097582576075,12.371484526285666,2.537988147967792,0.0,0,5.03784273164946,6,0.13333333333333333,0.0,0.0,499.3145012132089,0.4585073473032222
83,1,0,18,19,192.65756608223927,308.79759448384533,0.1769123655484291,0.28356069282263113,15,4,7,4,2,0,20,7,7,6,2.3908799919410066,18.517234826650796,7.094857997398626,15.20766212773853,0.013964795342275968,12.658239762913555,2.549422364824976,0.0,0,5.260950595066986,7,0.13333333333333333,0.0,0.0,501.4551605660846,0.46047305837106023
85,0,1,18,19,195.1063329836813,311.1352612107279,0.17916100365810955,0.28570731056999804,15,4,7,4,2,0,20,7,7,6,3.38358779491623,17.846890130117778,7.0664005981790385,15.511815370293299,0.014244091249121486,12.950766219703395,2.5610491505899042,0.0,0,5.76329814647885,7,0.13333333333333333,0.0,0.0,506.24159419440923,0.4648683142281076
87,1,0,17,18,196.99874282752302,313.2384741781867,0.18089875374428194,0.2876386356089869,15,4,7,4,2,0,20,7,7,6,0.7501713011297644,21.01622246821761,7.046480418725327,15.822051677699164,0.014528973074103916,13.249138413655892,2.572913264043271,0.0,0,4.47012669701585,6,0.13333333333333333,0.0,0.0,510.23721700570974,0.46853738935326883
89,1,0,17,18,195.50400634375492,315.13098007286794,0.17952617662420103,0.2893764738961138,15,4,7,4,2,0,20,7,7,6,0.9351678751071691,20.395898018853256,7.032536293107729,16.13849271125315,0.014819552535585997,13.553577907621325,2.584914803631825,0.0,0,4.721620362165058,6,0.13333333333333333,0.0,0.0,510.63498641662284,0.4689026505203149
91,1,0,17,18,194.51123471661657,316.8339326158482,0.1786145406029537,0.2909402503359488,15,4,7,4,2,0,20,7,7,6,1.1164645176050259,19.687980058476192,7.02277540517541,16.461262565478215,0.015115943586297718,13.864102940167683,2.597159625310531,0.0,0,5.198039344056805,6,0.13333333333333333,0.0,0.0,511.34516733246477,0.4695547909389025
93,1,0,17,18,193.77749477983377,318.3662559063372,0.17794076655632118,0.2923473424300617,15,4,7,4,2,0,20,7,7,6,1.2941352272529254,19.29422045730667,7.015942783622787,16.790487816787774,0.015418262458023668,14.180836774056573,2.6096510427312056,0.0,0,4.938137376853964,6,0.13333333333333333,0.0,0.0,512.143750686171,0.4702881089863829
95,1,0,17,18,193.49243896011413,319.7451464457042,0.17767900730956301,0.29361354127245565,15,4,7,4,2,0,20,7,7,6,1.4682525227078669,19.958336048160536,7.011159948535951,17.126297573123534,0.015726627707184145,14.503876899918648,2.6224206732048847,0.0,0,5.166230508011266,6,0.13333333333333333,0.0,0.0,513.2375854058183,0.47129254858201863
97,1,0,17,18,193.33098430082566,324.3891023448124,0.17753074775098776,0.2978779635856863,15,4,7,4,2,0,20,6,7,7,1.6388874722537095,21.85916932719733,6.407811963975165,17.264823524586003,0.015853832437636366,14.829379346785613,2.43544417780039,0.0,0,5.382918982610702,6,0.13333333333333333,0.0,0.0,517.720086645638,0.47540871133667406
99,1,0,17,18,199.60067809225933,325.18764105853074,0.18328804232530702,0.2986112406414424,15,4,7,4,2,0,20,6,8,6,1.8061097228086354,22.471985940653383,5.985468374782616,17.61011999507772,0.01617090908638909,15.1614789770992,2.448641017978521,0.0,0,5.446273033480167,6,0.13333333333333333,0.0,0.0,524.7883191507901,0.48189928296674944
101,1,0,17,18,207.484652633689,325.9015803926895,0.19052768836886042,0.2992668323165193,15,4,7,4,2,0,20,5,9,6,1.9699875283524626,23.072546221840312,5.6898278623478316,17.962322394979278,0.016494327268116876,15.622652358665189,2.339670036314087,0.0,0,5.648959381806158,6,0.13333333333333333,0.0,0.0,533.3862330263785,0.4897945206853797
103,1,0,17,18,216.95546814385204,326.5409816541754,0.19922448865367498,0.2998539776438709,15,4,7,4,3,0,20,5,9,6,2.130587777785413,22.21109529740351,5.482879503643482,18.321568842878865,0.016824213813479216,15.96787759321267,2.353691249666196,0.0,0,6.17401141271585,6,0.2,0.0,0.0,543.4964497980275,0.4990784662975459
105,1,0,17,18,222.54805544547878,325.493174054178,0.20436001418317612,0.2988918035391901,15,4,7,4,3,0,20,5,9,6,2.287976022229705,21.46687339145544,5.338015652550437,18.68800021973644,0.017160698089748797,16.320033685814597,2.3679665339218428,0.0,0,6.577810842080058,6,0.2,0.0,0.0,548.0412294996568,0.5032518177223662
107,1,0,17,18,227.16509338173285,321.3078161183481,0.20859971844052602,0.2950484996495391,15,5,7,3,2,0,20,5,9,6,2.442216501785111,20.93753592362633,5.236610956785306,19.06176022413117,0.017503912051543773,16.67926067661587,2.3824995475153075,0.0,0,6.486420299976054,6,0.13333333333333333,0.0,0.0,548.472909500081,0.5036482180900651
109,1,0,17,18,231.35203795794948,319.15934708754276,0.21244447930022908,0.293075617160278,15,4,8,3,1,0,20,6,8,6,2.593372171749409,20.318785205153805,5.165627669749714,19.4429954286138,0.017853990292574656,17.04570148419249,2.397293944421304,0.0,0,6.494599284977251,6,0.06666666666666667,0.0,0.0,550.5113850454923,0.5055200964605071
111,2,0,16,18,234.51141948456788,317.2201486634284,0.21534565609234885,0.29129490235392874,15,4,8,3,1,0,20,6,8,6,3.141504728314421,19.712409501050733,5.1159393688248,19.83185533718607,0.018211070098426145,17.419501818338276,2.412353518847794,0.0,0,6.644869320728388,6,0.06666666666666667,0.0,0.0,551.7315681479963,0.5066405584462776
113,2,0,16,18,230.20158893029046,320.482429283441,0.21138805227758536,0.294290568671663,15,4,7,4,0,0,20,4,9,7,3.478674633748133,19.318161311029716,4.78115755817736,20.228492443929795,0.01857529150039467,17.8008105504272,2.427681893502595,0.0,0,6.3126258546919685,6,0.0,0.0,0.0,550.6840182137314,0.5056786209492483
115,2,0,16,18,220.97616660172375,325.17305119660074,0.2029165900842275,0.2985978431557399,15,4,7,4,0,0,20,4,8,8,3.80910114107317,18.93179808480912,4.546810290724152,20.633062292808397,0.018946797330402568,18.189779313074524,2.443282979733873,0.0,0,5.9969945619573695,6,0.0,0.0,0.0,546.1492177983245,0.5015144332399674
117,2,0,16,18,213.72334309541282,329.39128084604454,0.19625651340258293,0.30247133227368644,15,4,7,4,0,0,20,4,8,8,4.132919118251706,18.55316212311294,4.382767203506907,21.04572353866456,0.019325733277010617,18.58656271946841,2.459160819196147,0.0,0,5.697144833859501,6,0.0,0.0,0.0,543.1146239414574,0.4987278456762694
119,2,0,16,18,208.66411051648217,333.185309892263,0.1916107534586613,0.3059552891572663,15,4,7,4,0,0,20,4,8,8,4.450260735886673,18.18209888065068,4.267937042454834,21.46663800943785,0.019712247942550828,18.991293897162574,2.475344112275277,0.0,0,5.412287592166526,6,0.0,0.0,0.0,541.8494204087451,0.4975660426159276
121,2,0,16,18,206.09375184178,333.22322603121387,0.1892504608280808,0.30599010654840575,15,4,7,4,0,0,20,5,8,7,4.761255521168939,17.818456903037667,4.187555929718384,21.895970769626608,0.020106492901401842,19.4043715356436,2.491599233983008,0.0,0,5.141673212558199,6,0.0,0.0,0.0,539.3169778729939,0.4952405673764866
123,2,0,16,18,204.1611679074827,333.25610881168564,0.18747581993340928,0.3060203019391053,15,4,7,4,0,0,20,5,8,7,5.066030410745561,17.462087764976914,4.131289150802869,22.333890185019136,0.020508622759429877,19.825858954581953,2.508031230437184,0.0,0,4.884589551930289,6,0.0,0.0,0.0,537.4172767191683,0.49349612187251457
125,2,0,16,18,205.90432260132698,336.524790245024,0.18907651294887692,0.30902184595502663,15,4,7,4,0,0,20,5,8,7,5.364709802530649,17.112846009677376,4.091902405562008,22.780567988719525,0.02091879521461848,20.25581291964597,2.524755069073557,0.0,0,4.640360074333774,6,0.0,0.0,0.0,542.429112846351,0.4980983589039035
127,1,0,16,17,207.81805212698347,336.2259214157484,0.19083384033699125,0.30874740258562755,15,4,7,4,0,0,20,5,8,7,3.754003517192361,19.008764690797783,4.064331683893406,23.236179348493913,0.02133717111891085,20.694404380827635,2.541774967666279,0.0,0,4.408342070617085,6,0.0,0.0,0.0,544.0439735427319,0.4995812429226188
129,0,0,17,17,205.60833501392364,335.9564198744028,0.1888047153479556,0.30849992642277574,15,4,7,4,0,0,20,5,8,7,0.9036080854660562,18.628589396981827,4.045032178725384,23.70090293546379,0.021763914541289064,21.142008940327635,2.5588939951361556,0.0,0,4.187924967086231,6,0.0,0.0,0.0,541.5647548883264,0.4973046417707313
131,0,0,17,17,207.71768516485534,332.338463501422,0.19074167600078543,0.30517765243473094,15,4,7,4,0,0,20,5,9,6,0.885535923756735,18.25601760904219,4.031522525107769,24.174920994173068,0.022199192832114845,21.598602957362385,2.576318036810685,0.0,0,3.978528718731919,6,0.0,0.0,0.0,540.0561486662773,0.49591932843551634
133,0,0,17,17,209.4546405612748,332.3219788318146,0.19233667636480697,0.3051625149970749,15,3,7,5,0,0,20,5,9,6,0.8678252052816003,17.890897256861344,4.022065767575438,24.658419414056528,0.022643176688757143,22.064368353690895,2.594051060365632,0.0,0,3.779602282795323,6,0.0,0.0,0.0,541.7766193930894,0.4974991913618819
135,0,0,17,17,206.89641342420845,335.68187624041224,0.1899875238055174,0.30824782023912967,15,3,7,5,0,0,20,5,8,7,0.8504687011759683,18.78307931172412,4.015446037302807,25.15158780233766,0.023096040222532286,22.539490334651482,2.6120974676861803,0.0,0,3.5906221686555564,6,0.0,0.0,0.0,542.5782896646207,0.4982353440446471
137,0,0,17,17,207.45972016827218,341.94668359371315,0.19050479354294966,0.31400062772609105,15,3,7,5,0,0,20,4,9,7,0.833459327152449,19.657417725489637,4.010812226111964,25.65461955838441,0.02355796102698293,23.02415774511548,2.630461813268927,0.0,0,3.4110910602227786,6,0.0,0.0,0.0,549.4064037619853,0.5045054212690407
139,0,0,17,17,212.97413474513257,345.9659169261161,0.19556853511949732,0.3176913837705382,15,3,7,5,1,0,20,4,9,7,0.8167901406093999,20.41426937097984,4.0075685582783755,26.167711949552096,0.024029120247522587,21.511208960509418,4.65650298904268,0.0,0,3.4780365072116397,6,0.06666666666666667,0.0,0.0,558.9400516712487,0.5132599188900355
141,0,0,17,17,217.41970592064797,349.5840430212286,0.19965078596937372,0.3210138136099436,15,3,7,5,1,0,20,4,9,7,0.800454337797212,19.905983983560247,4.005297990794863,26.69106618854314,0.02450970265247304,22.001573905301527,4.689492283241611,0.0,0,3.5416346818510576,6,0.06666666666666667,0.0,0.0,567.0037489418766,0.5206645995793173
143,1,0,16,17,223.17836220095865,354.4600435419251,0.2049388082653431,0.3254913163837696,15,3,7,5,1,0,20,4,9,7,1.1844452510412677,19.507864303889043,4.003708593556404,27.224887512314,0.0249998967055225,24.537693395772386,2.687194116541611,0.0,0,3.3645529477585043,6,0.06666666666666667,0.0,0.0,577.6384057428837,0.5304301246491128
145,0,0,16,16,228.19835764623747,358.84823588769024,0.2095485377835055,0.32952087776647404,15,3,7,5,1,0,20,4,9,7,0.7687563460204422,19.91770701781126,4.002596015489483,27.769385262560277,0.025499894639632946,25.020309831398272,2.7490754311620056,0.0,0,3.433825300370579,6,0.06666666666666667,0.0,0.0,587.0465935339278,0.5390694155499796
147,0,0,16,16,229.47290144550325,361.1773210463962,0.2107189177644658,0.3316596152859469,15,2,8,5,1,0,20,4,9,7,0.7533812191000333,19.519352877455034,4.0018172108426375,28.324772967811487,0.026009892532425607,25.555855173537037,2.7689177942744476,0.0,0,3.26213403535205,6,0.06666666666666667,0.0,0.0,590.6502224918994,0.5423785330504127
149,0,0,16,16,232.7478928748852,361.65330970134335,0.21372625608345747,0.332096703123364,15,2,9,4,1,0,20,4,9,7,0.7383135947180327,19.128965819905936,4.001272047589847,28.891268427167716,0.02653009038307412,26.102285990680638,2.7889824364870797,0.0,0,3.099027333584447,6,0.06666666666666667,0.0,0.0,594.4012025762286,0.5458229592068214
151,0,0,16,16,238.90130739650658,362.07589706206136,0.21937677446878473,0.3324847539596523,15,2,9,4,1,0,20,3,10,7,0.7235473228236721,19.896386503507816,4.000890433312892,29.469093795711068,0.027060692190735598,26.659691439795278,2.8094023559157937,0.0,0,3.181575966905225,7,0.06666666666666667,0.0,0.0,600.9772044585679,0.551861528428437
153,0,0,16,16,249.8413345206232,359.24316251175054,0.22942271305842352,0.3298835284772732,15,2,10,3,1,0,20,2,11,7,0.7090763763671986,20.748458773437658,3.4006233033190245,30.05847567162529,0.02760190603455031,25.216789061935696,4.841686609689595,0.0,0,3.0224971685599633,7,0.06666666666666667,0.0,0.0,609.0844970323737,0.5593062415356967
155,0,0,16,16,261.25219217625477,353.3077546751703,0.23990100291667105,0.32443319988537217,15,2,10,3,1,0,20,2,12,6,0.6948948488398545,20.333489597968907,2.9804363123233175,30.659645185057798,0.02815394415524132,25.780746506011575,4.878898679046222,0.0,0,2.871372310131965,7,0.06666666666666667,0.0,0.0,614.5599468514251,0.5643342028020433
157,0,0,16,16,265.7873026472385,354.57521509786966,0.2440654753418168,0.32559707538831006,15,2,9,4,1,0,20,2,11,7,0.6809969518630575,19.92681980600953,2.686305418626322,31.272838088758952,0.028717023038346147,26.49865459360175,4.7741834951571995,0.0,0,2.7278036946253668,7,0.06666666666666667,0.0,0.0,620.3625177451081,0.5696625507301268
