step,damaged_neurons,dead_neurons,healthy_neurons,neurons_total,total_pro_inflammation,total_anti_inflammation,mean_pro_inflammation,mean_anti_inflammation,microglia_total,microglia_M0,microglia_M1,microglia_M2,microglia_LDAM,microglia_DAM,astrocytes_total,astrocytes_A0,astrocytes_A1,astrocytes_A2,total_ld_neurons,total_ld_microglia,total_ld_astrocytes,total_amyloid_patches,average_amyloid_value,amyloid_monomers_population,amyloid_polymers_population,amyloid_plaques_population,microglia_TREM2_mutant,total_neuron_toxic_lipids,neurons_with_toxic_lipids,LDAM_fraction,DAM_fraction,TREM2_mutant_fraction,total_inflammation,mean_inflammation
31,0,0,20,20,142.1643644775287,271.4964547155163,0.13054578923556354,0.24930803922453285,15,4,6,5,0,0,20,8,6,6,0.5693981752825329,6.679422067232,8.361398871994764,9.718293457728503,0.008924052761917817,6.2854449602795075,3.432848497448996,0.0,0,0.0,0,0.0,0.0,0.0,413.660819193045,0.3798538284600964
33,1,0,19,20,151.31359155271426,277.4266881287366,0.13894728333582576,0.25475361627983156,15,4,6,5,0,0,20,8,7,5,1.0500102117768824,6.54583362588736,8.352979210396335,9.912659326883075,0.009102533817156176,6.473997481758367,3.4386618451247077,0.0,0,0.0,0,0.0,0.0,0.0,428.74027968145083,0.39370089961565735
35,0,0,20,20,153.1601509240378,285.41878453520326,0.14064293014144885,0.2620925477825558,15,4,6,5,0,0,20,8,6,6,0.6432820075413446,6.9149169533696115,8.247085447277435,10.008912513420736,0.009190920581653567,6.664215797928293,3.3446967154924425,0.0,0,0.0,0,0.0,0.0,0.0,438.57893545924105,0.40273547792400466
37,0,0,20,20,152.4705426030458,290.2387417352212,0.14000968099453243,0.26651858745199375,15,5,6,4,0,0,20,8,5,7,0.6304163673905177,7.776618614302219,7.872959813094204,10.107090763689149,0.009281075081440908,7.018375201806455,3.088715561882694,0.0,0,0.0,0,0.0,0.0,0.0,442.709284338267,0.4065282684465262
39,0,0,20,20,155.77969812208832,291.1966525191758,0.14304839129668348,0.2673982116796839,15,5,6,4,0,0,20,8,6,6,0.6178080400427073,8.121086242016174,7.611071869165943,10.309232578962934,0.009466696583069728,7.193159336684045,3.116073242278889,0.0,0,0.0,0,0.0,0.0,0.0,446.97635064126416,0.41044660297636737
41,0,0,20,20,159.01991685461667,292.055236737492,0.14602379876456995,0.26818662693984574,15,5,6,4,0,0,20,8,6,6,0.6112430576866531,8.458664517175851,7.42775030841616,10.515417230542191,0.009656030514731122,5.367980686501841,5.1474365440403504,0.0,0,0.0,0,0.0,0.0,0.0,451.0751535921087,0.4142104257044157
43,0,0,20,20,162.52101841128353,292.8254876929064,0.1492387680544385,0.26889392809265966,15,5,6,4,1,0,20,8,6,6,0.5990181965329201,7.1894912268323345,7.299425215891312,10.623725575153035,0.009755487213180014,5.564492747609631,5.059232827543406,0.0,0,1.52,1,0.06666666666666667,0.0,0.0,455.3465061041899,0.41813269614709814
45,0,0,20,20,164.33672217482166,293.5169811640303,0.15090608096861494,0.26952890832326015,15,5,6,4,0,0,20,8,6,6,0.5870378326022616,8.045701402295688,7.209597651123918,10.632200086656098,0.009763269133752157,5.760817202162041,4.871382884494057,0.0,0,1.444,1,0.0,0.0,0.0,457.853703338852,0.42043498929187506
47,0,0,20,20,162.91538733821193,297.3781126159175,0.14960090664665926,0.27307448357751835,15,6,5,4,0,0,20,8,6,6,0.5752970759502164,8.884787374249774,7.146718355786743,10.64084408838922,0.00977120669273574,5.956962249225682,4.683881839163538,0.0,0,1.3718,1,0.0,0.0,0.0,460.2934999541294,0.4226753902241776
49,0,0,20,20,163.23404643235727,300.8522820521288,0.1498935228947266,0.2762647218109539,15,6,5,4,1,1,20,8,6,6,0.563791134431212,8.10709162676478,7.10270284905072,10.649660970157003,0.009779303002898993,6.153004809132694,4.49665616102431,0.0,0,2.8232099999999996,2,0.06666666666666667,0.06666666666666667,0.0,464.0863284844861,0.42615824470568053
51,0,0,20,20,160.593829825642,307.3534403353781,0.14746908156624608,0.2822345641279872,15,6,5,4,0,1,20,7,6,7,0.5525153117425877,8.444949794229483,7.071891994335504,10.760654189560142,0.009881225151111242,8.399293233359554,2.3613609562005875,0.0,0,2.6820494999999998,2,0.0,0.06666666666666667,0.0,467.94727016102007,0.42970364569423325
53,0,0,20,20,157.31831885703866,313.2040668437638,0.14446126616807958,0.2876070402605728,15,6,5,4,1,1,20,8,5,7,0.5414650055077359,7.176050798344894,7.050324396034853,10.873867273351344,0.009985185742287735,8.604291857908942,2.269575415442403,0.0,0,4.067947024999999,2,0.06666666666666667,0.06666666666666667,0.0,470.5223857008025,0.4320683064286524
55,1,0,19,20,152.19691789638512,325.08433953873396,0.13975841863763555,0.2985163815782681,15,5,5,5,0,1,20,7,5,8,0.9306357053975813,7.5325297823779955,7.0352270772243966,11.091344618818368,0.010184889457133488,8.813409332171368,2.2779352866470015,0.0,0,3.864549673749999,2,0.0,0.06666666666666667,0.0,477.2812574351191,0.43827480021590365
57,1,0,19,20,148.84008432143162,335.7763811504031,0.13667592683327054,0.30833460160734905,15,5,5,5,0,1,20,7,5,8,1.1120229912896298,7.881879186730436,7.024658954057078,11.211171511194735,0.010294923334430427,9.024682581070707,2.186488930124027,0.0,0,3.671322190062499,2,0.0,0.06666666666666667,0.0,484.6164654718347,0.4450105284406196
59,0,0,19,19,146.24301189971783,352.02757593124255,0.13429110367283548,0.32325764548323466,15,4,5,6,0,0,20,6,5,9,0.4178002998620735,9.909937757691505,6.717261267839954,11.231394941418628,0.010313493977427575,9.22236694205992,2.0090279993587083,0.0,0,3.4877560805593735,2,0.0,0.0,0.0,498.2705878309604,0.45754874915607013
61,0,0,19,19,146.77497694346087,363.40950136523406,0.13477959315285662,0.33370936764484305,15,4,6,5,1,0,20,6,5,9,0.409444293864832,8.111739002537675,6.502082887487968,11.456022840247,0.010519763856976125,9.438115327077668,2.0179075131693303,0.0,0,4.833368276531405,2,0.06666666666666667,0.0,0.0,510.1844783086949,0.46848896079769964
63,0,0,19,19,146.093560723307,373.6503293476918,0.1341538665962415,0.34311325008970783,15,4,6,5,0,0,20,6,5,9,0.4012554079875354,7.9495042224869215,6.351458021241577,11.685143297051944,0.01073015913411565,9.658172480024657,2.0269708170272858,0.0,0,4.591699862704834,2,0.0,0.0,0.0,519.7438900709988,0.47726711668594934
65,0,0,19,19,145.91224293169543,382.86504109620944,0.13398736724673593,0.3515748770396781,15,4,6,5,0,0,20,6,5,9,0.3932302998277846,8.290514138037183,6.246020614869105,11.81684616299298,0.010851098404952231,11.81684616299298,0.0,0.0,0,4.362114869569592,2,0.0,0.0,0.0,528.7772840279049,0.48556224428641404
67,0,0,19,19,145.77022227840683,391.1568582648892,0.13385695342369774,0.35918903421936565,15,4,6,5,0,0,20,6,5,9,0.385365693831229,8.624703855276438,6.172214430408373,12.053183086252842,0.011068120373051278,12.053183086252842,0.0,0.0,0,4.144009126091112,2,0.0,0.0,0.0,536.927080543296,0.4930459876430634
69,0,0,19,19,145.67022820222786,398.6184973332108,0.13376513149883182,0.3660408607283846,15,4,6,5,0,0,20,6,5,9,0.3776583799546044,8.95220977817091,6.120550101285861,12.294246747977896,0.0112894827805123,10.293675323901546,2.0005714240763495,0.0,0,3.936808669786557,2,0.0,0.0,0.0,544.2887255354387,0.49980599222721644
71,0,0,19,19,148.11325651575362,405.33327502625707,0.13600850001446613,0.3722068641196116,15,4,6,5,0,0,20,6,5,9,0.37010521235551225,8.773165582607492,6.084385070900103,12.540131682937451,0.011515272436122544,10.5327614835895,2.007370199347953,0.0,0,3.7399682362972286,2,0.0,0.0,0.0,553.4465315420107,0.5082153641340778
73,0,0,19,19,150.7016981964988,411.37608672208853,0.1383853977929282,0.37775581884489307,15,4,6,5,0,0,20,6,5,9,0.362703108108402,9.597702270955342,6.059069549630072,12.7909343165962,0.011745577884844996,10.776637495413405,2.014296821182794,0.0,0,3.5529698244823673,2,0.0,0.0,0.0,562.0777849185873,0.5161412166378212
75,0,0,19,19,151.90922368454827,416.8142754887997,0.13949423662492955,0.38274956426887025,15,4,6,5,0,0,20,6,5,9,0.35544904594623394,9.405748225536236,6.041348684741051,13.046753002928126,0.011980489442541898,11.025346007466844,2.0214069954612826,0.0,0,3.3753213332582486,2,0.0,0.0,0.0,568.7234991733479,0.5222438008937997
77,0,0,19,19,152.8934836229207,421.70840614716377,0.14039805658670404,0.3872437154703065,15,4,6,5,0,0,20,6,5,9,0.3483400650273093,9.21763326102551,6.028944079318736,13.307688062986688,0.012220099231392735,11.279003921179486,2.028684141807203,0.0,0,3.2065552665953363,2,0.0,0.0,0.0,574.6018897700844,0.5276417720570106
79,0,0,19,19,153.68259034569314,426.11295627751815,0.14112267249374943,0.3912882977754988,15,4,6,5,0,0,20,6,5,9,0.3413732637267631,9.033280595805,6.020260855523115,13.573841824246424,0.012464501216020591,11.548537391153417,2.025304433093009,0.0,0,3.0462275032655697,2,0.0,0.0,0.0,579.7955466232113,0.5324109702692482
81,0,0,19,19,158.10334005890337,430.0769341713159,0.14518213044894707,0.39492831420690166,15,3,7,5,0,0,20,6,5,9,0.3345457984522278,9.8526149838889,6.014182598866181,13.743318660731353,0.012620127328495273,13.743318660731353,0.0,0.0,0,2.8939161281022905,2,0.0,0.0,0.0,588.1802742302193,0.5401104446558487
83,0,0,19,19,160.8711696737446,433.6444322192691,0.14772375543961855,0.3982042536448752,15,3,7,5,0,0,20,6,5,9,0.32785488248318323,9.655562684211121,6.009927819206326,14.018185033945983,0.012872529875065182,14.018185033945983,0.0,0.0,0,2.749220321697176,2,0.0,0.0,0.0,594.5156018930137,0.5459280090844938
85,0,0,19,19,166.76540369257378,436.7201230229015,0.15313627519979228,0.4010285794517002,15,2,7,6,0,0,20,6,6,8,0.32129778483351956,9.9624514305269,6.006949473444428,14.2985487346249,0.013129980472566484,14.2985487346249,0.0,0.0,0,2.611759305612317,2,0.0,0.0,0.0,603.4855267154753,0.5541648546514925
87,0,0,19,19,171.5187313699206,439.4882045385028,0.157501130734546,0.40357043575620094,15,2,7,6,0,0,20,6,6,8,0.31487182913684914,10.263202401916361,6.0048646314111,14.584519709317396,0.01339258008201781,14.584519709317396,0.0,0.0,0,2.4811713403317013,2,0.0,0.0,0.0,611.0069359084234,0.561071566490747
89,0,0,19,19,175.72158638279402,441.97944975717655,0.16136050172892014,0.4058580805851024,15,2,7,6,0,0,20,6,6,8,0.3085743925541122,11.057938353878034,6.00340524198777,14.876210103503741,0.013660431683658164,14.876210103503741,0.0,0.0,0,2.3571127733151163,2,0.0,0.0,0.0,617.7010361399706,0.5672185823140226
91,0,0,19,19,175.30602491106765,447.59655075222577,0.16097890258132935,0.41101611639322844,15,2,7,6,1,0,20,6,5,9,0.3024029047030299,9.236779586800473,6.002383669391439,15.173734305573817,0.013933640317331328,15.173734305573817,0.0,0.0,0,3.7592571346493604,3,0.06666666666666667,0.0,0.0,622.9025756632934,0.5719950189745577
93,0,0,19,19,173.93988164020982,452.65192785654,0.15972440921966008,0.4156583359564187,15,2,7,6,0,0,20,6,5,9,0.29635484660896927,9.552043995064464,6.001668568574007,15.477208991685293,0.014212313123677956,13.474289770004091,2.0029192216812017,0.0,0,3.571294277916892,3,0.0,0.0,0.0,626.5918094967499,0.5753827451760788
95,0,0,19,19,172.4581673992114,457.2017575965618,0.15836379008192047,0.4198363246984038,15,2,7,6,0,0,20,6,5,9,0.2904277496767899,9.361003115163175,6.001167998001805,15.786753171518997,0.014496559386151513,13.772119099006348,2.0146340725126493,0.0,0,3.3927295640210473,3,0.0,0.0,0.0,629.6599249957732,0.5782001147803243
97,0,0,19,19,173.19301203972447,461.2965976048786,0.15903857854887463,0.42359650836077006,15,2,7,6,0,0,20,6,5,9,0.2846191946832541,10.67378305285991,6.000817598601263,16.000488234949376,0.014692826662028813,16.000488234949376,0.0,0.0,0,3.2230930858199947,3,0.0,0.0,0.0,634.4896096446031,0.5826350869096447
99,0,0,19,19,176.4499947198367,461.7423988819719,0.16202937990802269,0.42400587592467576,15,2,8,5,0,0,20,6,5,9,0.27892681078958903,11.460307391802713,6.000572319020884,16.32049799964836,0.014986683195269385,16.32049799964836,0.0,0.0,0,3.061938431528995,3,0.0,0.0,0.0,638.1923936018086,0.5860352558326984
101,0,0,19,19,179.43861706385167,462.14316672008147,0.16477375304302266,0.42437389046839435,15,2,8,5,0,0,20,6,5,9,0.27334827457379723,12.731101243966657,6.000400623314619,16.64690795964133,0.015286416859174774,16.64690795964133,0.0,0.0,0,2.908841509952545,3,0.0,0.0,0.0,641.5817837839331,0.589147643511417
103,1,0,18,19,187.8559344623732,459.1288554564881,0.17250315377628392,0.421605927875563,15,2,8,5,1,0,20,6,6,8,0.6678813090823214,12.876479219087324,6.000280436320233,16.979846118834153,0.015592145196358268,16.979846118834153,0.0,0.0,0,4.2833994344549176,3,0.06666666666666667,0.0,0.0,646.9847899188613,0.594109081651847
105,1,0,18,19,191.6005553126867,456.41597369672957,0.17594174041569027,0.41911476005209325,15,2,8,5,0,0,20,6,6,8,0.754523682900675,13.61894963470558,6.100196305424164,17.31944304121084,0.015903988100285434,17.31944304121084,0.0,0.0,0,4.069229462732172,3,0.0,0.0,0.0,648.0165290094162,0.5950565004677835
107,1,0,18,19,194.6247105249122,453.97437897717987,0.17871874244711863,0.4168727079680256,15,2,8,5,0,0,20,6,6,8,0.9394332092426615,14.346570642011468,6.100137413796914,17.66583190203506,0.016222067862291148,17.66583190203506,0.0,0.0,0,3.865767989595563,3,0.0,0.0,0.0,648.599089502092,0.5955914504151443
109,1,0,18,19,196.28369159956696,451.7769429345481,0.18024214104643432,0.4148548603623031,15,2,8,5,0,0,20,6,6,8,1.0206445450578083,14.059639229171237,6.20009618965784,18.019148540075754,0.016546509219536966,16.016619573457653,2.0025289666180996,0.0,0,3.6724795901157847,3,0.0,0.0,0.0,648.060634534115,0.5950970014087374
111,1,0,18,19,198.37863608215076,449.79924993965375,0.1821658733536738,0.41303879700610996,15,2,8,5,0,0,20,6,6,8,1.200231654156652,14.778446444587813,6.200067332760488,18.277531510877274,0.01678377549208198,18.277531510877274,0.0,0.0,0,3.4888556106099955,3,0.0,0.0,0.0,648.1778860218045,0.5952046703597837
113,1,0,18,19,199.65533221503853,448.01932585468063,0.1833382297658756,0.4114043396278059,15,2,8,5,0,0,20,6,6,8,1.276227021073519,14.982877515696057,6.300047132932342,18.643082141094816,0.017119451001923615,18.643082141094816,0.0,0.0,0,3.3144128300794953,3,0.0,0.0,0.0,647.6746580697192,0.5947425693936815
115,2,0,17,19,201.75602374303583,446.41739390550714,0.18526723943345805,0.40993332773692115,15,2,8,5,1,0,20,6,6,8,1.7507024806520484,13.083219965382135,6.40003299305264,19.01594378391672,0.01746184002196209,19.01594378391672,0.0,0.0,0,4.668692188575521,3,0.06666666666666667,0.0,0.0,648.1734176485429,0.5952005671703792
117,1,0,17,18,202.812722652243,444.9756549603627,0.1862375781930606,0.4086094168598372,15,2,8,5,0,0,20,6,6,8,1.5236884310390073,13.721555566074493,6.400023095136848,19.396262659595052,0.017811076822401333,19.396262659595052,0.0,0.0,0,4.435257579146744,3,0.0,0.0,0.0,647.7883776126057,0.5948469950528978
119,1,0,17,18,201.17374953506612,443.6780897761107,0.1847325523737981,0.40741789694776004,15,2,8,5,0,0,20,6,6,8,1.693214662418227,14.947124454753002,6.400016166595794,19.784187912786955,0.018167298358849362,19.784187912786955,0.0,0.0,0,4.213494700189406,3,0.0,0.0,0.0,644.8518393111768,0.5921504493215581
121,1,0,17,18,199.8501159093213,442.51028101674876,0.18351709449891762,0.4063455289409998,15,2,8,5,0,0,20,6,6,8,1.7593503691698622,16.14818196565794,6.500011316617056,20.17987167104269,0.018530644326026347,20.17987167104269,0.0,0.0,0,4.002819965179936,3,0.0,0.0,0.0,642.36039692607,0.5898626234399174
123,0,0,17,17,201.40872886973955,441.4592530678482,0.1849483277040767,0.4053803976747917,15,1,9,5,0,0,20,6,6,8,0.21887853312460273,19.861223253550765,6.500007921631939,20.583469104463546,0.018901257212546874,20.583469104463546,0.0,0.0,0,3.8026789669209387,3,0.0,0.0,0.0,642.8679819375877,0.5903287253788685
125,0,0,17,17,203.20769635794102,440.5133278680054,0.18660027213768687,0.4045117794931179,15,1,9,5,2,0,20,6,6,8,0.21450096246211067,18.26399878847975,6.500005545142358,20.99513848655282,0.019279282356797812,20.99513848655282,0.0,0.0,0,6.652545018574892,3,0.13333333333333333,0.0,0.0,643.7210242259464,0.5911120516308048
127,0,0,17,17,205.77726167356047,436.2869951560642,0.18895983624753027,0.4006308495464318,15,1,9,5,0,0,20,6,7,7,0.21021094321286846,21.398718812710154,6.500003881599651,21.41504125628387,0.019664868003933765,21.41504125628387,0.0,0.0,0,6.319917767646147,3,0.0,0.0,0.0,642.0642568296247,0.5895906857939621
129,0,0,17,17,215.8417581196863,432.48329569285943,0.19820179808970276,0.39713801257379194,15,1,9,5,2,0,20,5,8,7,0.2060067243486111,22.070744436455954,6.500002717119755,21.84334208140955,0.02005816536401244,21.84334208140955,0.0,0.0,0,8.283921879263838,3,0.13333333333333333,0.0,0.0,648.3250538125458,0.5953398106634947
131,0,0,17,17,223.89414656730975,429.0734661602546,0.20559609418485744,0.39400685597819524,15,1,9,5,2,0,20,5,8,7,0.20188658986163885,24.329329547726832,6.200001901983829,22.280208923037733,0.020459328671292683,22.280208923037733,0.0,0.0,0,8.629725785300646,3,0.13333333333333333,0.0,0.0,652.9676127275643,0.5996029501630527
133,0,0,17,17,234.83622071748596,426.0005695699059,0.21564391250457848,0.3911850960237887,15,1,9,5,3,0,20,4,9,7,0.19784885806440608,24.142742956772295,5.99000133138868,22.725813101498495,0.020868515244718545,22.725813101498495,0.0,0.0,0,11.238239496035613,3,0.2,0.0,0.0,660.8367902873919,0.6068290085283672
135,0,0,17,17,244.6514907683542,423.2523776308891,0.22465701631621138,0.38866150379328657,15,1,9,5,2,0,20,4,9,7,0.19389188090311796,25.05988809763685,5.393000931972076,23.180329363528465,0.021285885549612915,23.180329363528465,0.0,0.0,0,12.196327521233831,3,0.13333333333333333,0.0,0.0,667.9038683992433,0.6133185201094979
137,0,0,17,17,250.6644405251615,420.7709453803818,0.230178549609882,0.38638286995443694,15,1,9,5,1,0,20,4,9,7,0.1900140432850556,27.058690335684116,4.975100652380453,23.643935950799033,0.021711603260605172,23.643935950799033,0.0,0.0,0,11.586511145172139,3,0.06666666666666667,0.0,0.0,671.4353859055433,0.616561419564319
139,0,0,17,17,250.05111805178353,418.53201470115073,0.2296153517463577,0.38432691891749377,15,2,8,5,1,0,20,5,8,7,0.18621376241935447,29.517516528970432,4.682570456666317,24.116814669815014,0.022145835325817275,24.116814669815014,0.0,0.0,0,11.007185587913533,3,0.06666666666666667,0.0,0.0,668.5831327529343,0.6139422706638514
141,0,0,17,17,253.31229580884593,416.514861502063,0.23261000533411014,0.382474620295742,15,2,8,5,4,0,20,5,8,7,0.18248948717096738,25.327166198391023,4.477799319666422,24.59915096321132,0.022588752032333625,24.59915096321132,0.0,0.0,0,15.776826308517855,4,0.26666666666666666,0.0,0.0,669.8271573109089,0.6150846256298521
143,0,0,17,17,251.6591196342919,414.6966225411374,0.23109193722157198,0.3808049793766184,15,2,8,5,1,0,20,5,8,7,0.17883969742754804,25.220622874423203,4.334459523766496,25.091133982475547,0.0230405270729803,25.091133982475547,0.0,0.0,0,16.50798499309196,4,0.06666666666666667,0.0,0.0,666.3557421754293,0.6118969165981903
145,1,0,16,17,255.1351754666558,413.0582364510904,0.23428390768287952,0.3793004926088984,15,1,9,5,2,0,20,5,8,7,0.5752629034789971,23.01621041693474,4.234121666636547,25.592956662125065,0.023501337614439913,25.592956662125065,0.0,0.0,0,18.72258574343736,4,0.13333333333333333,0.0,0.0,668.1934119177462,0.613584400291778
147,1,0,16,17,259.1878726866246,411.5940734484809,0.2380053927333559,0.3779559903108181,15,1,9,5,1,0,20,4,9,7,0.7637576454094173,23.755886208596046,3.863885166645583,26.104815795367564,0.02397136436672871,26.104815795367564,0.0,0.0,0,18.546456456265492,4,0.06666666666666667,0.0,0.0,670.7819461351055,0.615961383044174
149,1,0,16,17,263.18238732651537,410.27132855338255,0.2416734502539168,0.37674134853386826,15,1,9,5,2,0,20,4,9,7,0.948482492501229,21.880768484424127,3.604719616651908,26.62691211127491,0.024450791654063275,26.62691211127491,0.0,0.0,0,19.899133633452216,5,0.13333333333333333,0.0,0.0,673.4537158798979,0.618414798787785
151,2,0,15,17,263.5682144759998,412.4523594128691,0.24202774515702463,0.3787441316922581,15,1,9,5,0,0,20,3,9,8,1.7215128426512045,23.443153114735644,3.4233037316563357,27.15945035350041,0.024939807487144545,27.15945035350041,0.0,0.0,0,18.904176951779604,5,0.0,0.0,0.0,676.020573888869,0.6207718768492827
153,1,0,15,16,264.59606324925244,414.4128380719595,0.24297159159710968,0.38054438757755693,15,1,9,5,1,0,20,3,9,8,1.3026152200694665,24.47068532359268,3.296312612159435,27.702639360570412,0.025438603636887432,27.702639360570412,0.0,0.0,0,10.876528960505766,4,0.06666666666666667,0.0,0.0,679.008901321212,0.6235159791746666
155,1,0,15,16,264.99197534484546,416.17555448502776,0.24333514724044578,0.3821630436042496,15,1,9,5,0,0,20,2,10,8,1.476562915668077,25.981271617120825,3.2074188285116043,28.25669214778182,0.02594737570962518,26.253857829336496,2.0028343184453217,0.0,0,10.332702512480477,4,0.0,0.0,0.0,681.1675298298733,0.6254981908446954
157,1,0,15,16,268.2929384705763,417.7742991907098,0.2463663346837248,0.3836311287334342,15,1,9,5,1,0,20,2,10,8,1.6470316573547157,28.16164618477841,2.845193179958123,28.719825990737462,0.02637265931197196,28.719825990737462,0.0,0.0,0,10.576067386856453,4,0.06666666666666667,0.0,0.0,686.0672376612861,0.629997463417159
159,1,0,15,16,271.54709415047887,419.20827937956835,0.24935454008308436,0.3849479149490986,15,1,9,5,1,1,20,2,10,8,1.8140910242076214,31.59841326108284,2.5916352259706863,29.29422251055221,0.026900112498211396,29.29422251055221,0.0,0.0,0,10.04726401751363,4,0.06666666666666667,0.06666666666666667,0.0,690.7553735300472,0.634302455032183
