step,damaged_neurons,dead_neurons,healthy_neurons,neurons_total,total_pro_inflammation,total_anti_inflammation,mean_pro_inflammation,mean_anti_inflammation,microglia_total,microglia_M0,microglia_M1,microglia_M2,microglia_LDAM,microglia_DAM,astrocytes_total,astrocytes_A0,astrocytes_A1,astrocytes_A2,total_ld_neurons,total_ld_microglia,total_ld_astrocytes,total_amyloid_patches,average_amyloid_value,amyloid_monomers_population,amyloid_polymers_population,amyloid_plaques_population,microglia_TREM2_mutant,total_neuron_toxic_lipids,neurons_with_toxic_lipids,LDAM_fraction,DAM_fraction,TREM2_mutant_fraction,total_inflammation,mean_inflammation
31,0,0,20,20,141.51214063323363,271.4964547155163,0.12994686926835045,0.24930803922453285,15,4,6,5,0,0,20,8,6,6,0.5693981752825329,8.548833100848,8.361398871994764,6.919015903781883,0.006353549957559121,6.919015903781883,0.0,0.0,0,0.0,0,0.0,0.0,0.0,413.0085953487499,0.3792549084928833
33,1,0,19,20,150.79330800610512,277.4266881287366,0.13846952066676319,0.25475361627983156,15,4,6,5,0,0,20,8,7,5,1.0500102117768824,8.377856438831039,8.352979210396335,7.0573962218575215,0.006480620956710304,7.0573962218575215,0.0,0.0,0,0.0,0,0.0,0.0,0.0,428.2199961348417,0.3932231369465947
35,0,0,20,20,152.74538970500083,285.41878453520326,0.14026206584481252,0.2620925477825558,15,4,6,5,0,0,20,8,6,6,0.6432820075413446,8.960299310054419,8.247085447277435,7.198544146294673,0.006610233375844512,7.198544146294673,0.0,0.0,0,0.0,0,0.0,0.0,0.0,438.1641742402041,0.40235461362736835
37,0,0,20,20,152.14036993370155,290.2387417352212,0.13970649213379388,0.26651858745199375,15,5,6,4,0,0,20,8,5,7,0.6304163673905177,10.28109332385333,7.872959813094204,7.342515029220566,0.006742438043361401,7.342515029220566,0.0,0.0,0,0.0,0,0.0,0.0,0.0,442.37911166892275,0.40622507958578763
39,0,0,20,20,156.95756356638057,291.1966525191758,0.14412999409217683,0.2673982116796839,15,5,6,4,1,0,20,8,6,6,0.6178080400427073,10.825471457376263,7.611071869165943,7.489365329804977,0.00687728680422863,7.489365329804977,0.0,0.0,0,0.0,0,0.06666666666666667,0.0,0.0,448.1542160855564,0.4115282057718608
41,0,0,20,20,161.40437271822276,292.055236737492,0.14821338174308793,0.26818662693984574,15,5,6,4,1,0,20,8,6,6,0.6112430576866531,11.358962028228738,7.42775030841616,7.639152636401077,0.007014832540313202,7.639152636401077,0.0,0.0,0,0.0,0,0.06666666666666667,0.0,0.0,453.45960945571477,0.4164000086829337
43,0,0,20,20,164.43090334017728,292.8254876929064,0.15099256505066785,0.26889392809265966,15,5,6,4,1,0,20,8,6,6,0.5990181965329201,11.681782787664165,7.299425215891312,7.791935689129099,0.007155129191119466,7.791935689129099,0.0,0.0,0,0.28500000000000003,1,0.06666666666666667,0.0,0.0,457.2563910330837,0.4198864931433275
45,0,0,20,20,168.7482239511853,293.5169811640303,0.15495704678713068,0.26952890832326015,15,5,6,4,2,0,20,8,6,6,0.5870378326022616,12.648147131910882,7.209597651123918,7.94777440291168,0.007298231774941855,7.94777440291168,0.0,0.0,0,0.69825,3,0.13333333333333333,0.0,0.0,462.2652051152156,0.42448595511039083
47,0,0,20,20,169.32827071588656,297.3781126159175,0.15548968844434027,0.27307448357751835,15,6,5,4,2,0,20,8,6,6,0.5752970759502164,13.595184189272667,7.146718355786743,8.106729890969914,0.007444196410440693,8.106729890969914,0.0,0.0,0,1.0908375000000001,3,0.13333333333333333,0.0,0.0,466.70638333180403,0.4285641720218586
49,0,0,20,20,169.408121451949,300.8522820521288,0.1555630132708439,0.2762647218109539,15,6,5,4,2,0,20,8,6,6,0.563791134431212,13.873280505487216,7.10270284905072,8.268864488789315,0.007593080338649509,8.268864488789315,0.0,0.0,0,1.273795625,3,0.13333333333333333,0.0,0.0,470.26040350407783,0.43182773508179784
51,0,0,20,20,168.01770279241833,307.3534403353781,0.15428622845952097,0.2822345641279872,15,6,5,4,2,0,20,7,6,7,0.5525153117425877,13.295814895377472,7.071891994335504,8.434241778565102,0.0077449419454225,8.434241778565102,0.0,0.0,0,1.63760584375,3,0.13333333333333333,0.0,0.0,475.3711431277964,0.4365207925875082
53,0,0,20,20,171.67278124422216,309.8290668437638,0.15764259067421688,0.28450786670685385,15,5,6,4,2,0,20,8,6,6,0.5414650055077359,13.579898597469924,7.050324396034853,8.602926614136404,0.00789984078433095,8.602926614136404,0.0,0.0,0,1.8407255515625,3,0.13333333333333333,0.0,0.0,481.501848087986,0.4421504573810707
55,0,0,20,20,175.12861419879673,312.0568395387339,0.16081599099981334,0.2865535716609127,15,5,6,4,2,0,20,8,6,6,0.5306357053975812,14.608300625520524,7.0352270772243966,8.774985146419134,0.00805783760001757,8.774985146419134,0.0,0.0,0,2.0336892739843746,3,0.13333333333333333,0.0,0.0,487.1854537375307,0.44736956266072603
57,1,0,19,20,177.81531825281732,314.06163115040306,0.16328312052600305,0.2883945189627209,15,5,6,4,2,0,20,8,6,6,0.9200229912896296,15.616134613010114,7.024658954057078,8.950484849347514,0.00821899435201792,8.950484849347514,0.0,0.0,0,2.217004810285156,3,0.13333333333333333,0.0,0.0,491.87694940322035,0.45167763948872397
59,0,0,19,19,182.22423392657421,315.8658009312426,0.16733171159465032,0.290051240524557,15,4,7,4,2,0,20,8,6,6,0.4178002998620735,17.597508075445592,7.017261267839954,9.129494546334465,0.008383374239058277,9.129494546334465,0.0,0.0,0,2.3911545697708982,3,0.13333333333333333,0.0,0.0,498.0900348578168,0.4573829521192073
61,0,0,19,19,183.53696794651614,314.24945386523416,0.16853716064877516,0.2885669916117853,15,5,7,3,2,0,20,8,6,6,0.409444293864832,18.74555791393668,7.012082887487968,9.312084437261154,0.008551041723839444,9.312084437261154,0.0,0.0,0,2.2715968412823533,3,0.13333333333333333,0.0,0.0,497.7864218117503,0.45710415226056045
63,0,0,19,19,182.43272102019083,316.03467159769184,0.16752315979815502,0.2902063100070632,15,4,7,4,1,0,20,8,6,6,0.4012554079875354,18.270646755657946,7.0084580212415775,9.498326126006377,0.008722062558316233,9.498326126006377,0.0,0.0,0,2.3005169992182357,4,0.06666666666666667,0.0,0.0,498.46739261788264,0.4577294698052182
65,1,0,18,19,183.1759080171414,317.6413186212094,0.1682056088311675,0.29168165162645493,15,4,7,4,1,0,20,8,6,6,0.7932302998277847,19.405233820544787,7.005920614869105,9.688292648526506,0.008896503809482557,9.688292648526506,0.0,0.0,0,2.1854911492573237,4,0.06666666666666667,0.0,0.0,500.8172266383508,0.4598872604576224
67,1,0,18,19,184.9864942536119,322.46294168738916,0.16986822245510735,0.2961092210168863,15,3,8,4,1,0,20,7,6,7,0.8773656938312291,20.51712914413389,7.104144430408373,9.882058501497035,0.009074433885672209,9.882058501497035,0.0,0.0,0,2.076216591794457,4,0.06666666666666667,0.0,0.0,507.44943594100107,0.46597744347199366
69,1,0,18,19,190.05475003234105,320.05303996846084,0.17452226816560243,0.2938962717800375,15,3,8,4,1,0,20,8,7,5,1.0598183799546044,20.656786561251213,7.102901101285862,10.079699671526978,0.009255922563385654,10.079699671526978,0.0,0.0,0,2.2574057622047343,4,0.06666666666666667,0.0,0.0,510.10779000080186,0.46841853994564
71,1,0,18,19,198.19518782212515,318.0332599064821,0.18199741765117095,0.29204156097932243,15,4,8,3,1,0,20,7,7,6,1.2386220123555123,23.043650830026188,6.802030770900103,10.281293664957516,0.009441041014653366,10.281293664957516,0.0,0.0,0,2.4295354740944974,4,0.06666666666666667,0.0,0.0,516.2284477286073,0.4740389786304934
73,1,0,18,19,207.15308074152728,316.20941133124103,0.19022321463868436,0.2903667688992112,15,4,8,3,1,0,20,6,8,6,1.313849572108402,24.732777813425667,6.691421539630072,10.486919538256668,0.009629861834946435,10.486919538256668,0.0,0.0,0,2.4505587003897724,4,0.06666666666666667,0.0,0.0,523.3624920727683,0.48058998353789556
75,1,0,18,19,210.11888344926314,314.58130438890197,0.19294663310308827,0.28887172120193017,15,3,9,3,2,0,20,7,7,6,1.4875725806662339,24.888122257157153,6.18399507774105,10.696657929021804,0.009822459071645365,10.696657929021804,0.0,0.0,0,2.4705307653702837,4,0.13333333333333333,0.0,0.0,524.7001878381651,0.4818183543050184
77,1,0,18,19,209.0150312435115,322.96415788356126,0.1919329947139683,0.2965694746405521,15,2,8,5,2,0,20,6,7,7,1.6578211290529092,24.94035981201401,5.8287965544187355,10.910591087602239,0.010018908253078272,10.910591087602239,0.0,0.0,0,2.6320042271017696,4,0.13333333333333333,0.0,0.0,531.9791891270727,0.4885024693545204
79,1,0,18,19,206.5411433190232,333.8827463866785,0.1896612886308753,0.3065957267095303,15,2,8,5,2,0,20,5,7,8,1.824664706471851,24.341552615773733,5.5801575880931145,11.128802909354285,0.01021928641813984,11.128802909354285,0.0,0.0,0,2.642904015746681,4,0.13333333333333333,0.0,0.0,540.4238897057016,0.49625701534040556
81,1,0,18,19,201.6305705630245,343.7060431026788,0.18515203908450367,0.3156162011962156,15,2,8,5,2,0,20,6,6,8,1.8881714123424138,23.854721563458256,5.50611031166518,11.351378967541368,0.010423672146502633,11.351378967541368,0.0,0.0,0,2.5107588149593467,4,0.13333333333333333,0.0,0.0,545.3366136657032,0.5007682402807192
83,1,0,18,19,202.07461971201954,352.54593572430275,0.1855597977153531,0.3237336416201127,15,2,8,5,2,0,20,5,7,8,2.0504079840955654,23.37762713218909,5.354277218165627,11.5784065468922,0.010632145589432691,11.5784065468922,0.0,0.0,0,2.385220874211379,4,0.13333333333333333,0.0,0.0,554.6205554363223,0.5092934393354658
85,1,0,18,19,209.8476173448587,360.4997160481484,0.19269753658848365,0.33103738847396547,15,1,9,5,2,0,20,5,7,8,2.209399824413654,22.71007458954531,5.2479940527159386,11.809974677830043,0.010844788501221343,11.809974677830043,0.0,0.0,0,2.55095983050081,4,0.13333333333333333,0.0,0.0,570.3473333930071,0.5237349250624491
87,1,0,18,19,207.5152085890608,371.0316116937992,0.19055574709739284,0.3407085506830112,15,1,9,5,2,0,20,5,6,9,2.265211827925381,22.155873097754405,5.273595836901157,12.046174171386642,0.01106168427124577,12.046174171386642,0.0,0.0,0,2.5659118389757696,4,0.13333333333333333,0.0,0.0,578.54682028286,0.5312642977804041
89,1,0,18,19,206.06150097987364,380.5105930123565,0.18922084571154604,0.34941284941446876,15,1,9,5,2,0,20,5,6,9,2.4199075913668735,21.612755635799317,5.19151708583081,12.287097654814374,0.011282917956670684,12.287097654814374,0.0,0.0,0,2.580116247026981,4,0.13333333333333333,0.0,0.0,586.5720939922301,0.5386336951260148
91,2,0,17,19,205.09013766501158,389.0404991570357,0.18832886837925766,0.35724563742611176,15,1,9,5,1,0,20,5,6,9,2.8715094395395364,21.18050052308333,5.234061960081567,12.53283960791066,0.011508576315804096,12.53283960791066,0.0,0.0,0,2.451110434675632,4,0.06666666666666667,0.0,0.0,594.1306368220473,0.5455745058053694
93,2,0,17,19,204.24753077454506,396.71792144374433,0.18755512467818647,0.36429561197772664,15,1,9,5,1,0,20,5,6,9,3.2140792507487457,22.256890512621663,5.163843372057097,12.783496400068874,0.011738747842120178,12.783496400068874,0.0,0.0,0,2.32855491294185,4,0.06666666666666667,0.0,0.0,600.9654522182893,0.5518507366559131
95,2,0,17,19,205.54029151459605,403.6265873035247,0.18874223279577232,0.3706396577626489,15,1,9,5,2,0,20,5,6,9,3.449797665733771,23.86175270236923,5.214690360439968,13.039166328070252,0.011973522798962582,13.039166328070252,0.0,0.0,0,2.4971271672947575,4,0.13333333333333333,0.0,0.0,609.1668788181207,0.5593818905584212
97,2,0,17,19,211.2488172719564,409.8450080892975,0.19398422155367898,0.37634986968714185,15,1,9,5,2,0,20,5,6,9,3.7808017124190956,25.234517648321848,5.150283252307977,13.299949654631657,0.012212993254941833,13.299949654631657,0.0,0.0,0,2.9422708089300196,4,0.13333333333333333,0.0,0.0,621.093825361254,0.5703340912408208
99,2,0,17,19,217.92916088386318,415.4406536766082,0.20011860503568704,0.38148820355978713,15,1,9,5,3,0,20,5,6,9,4.005185678170714,27.429827295355413,5.205198276615584,13.565948647724294,0.012457253120040675,13.565948647724294,0.0,0.0,0,3.2226572684835184,4,0.2,0.0,0.0,633.3698145604714,0.5816068085954742
101,2,0,17,19,218.20376489628433,420.47741370656917,0.20037076666325465,0.38611332755424166,15,1,9,5,3,0,20,5,6,9,4.3250819646073,28.381230749448303,5.143638793630909,13.83726762067878,0.012706398182441488,13.83726762067878,0.0,0.0,0,3.0615244050593424,4,0.2,0.0,0.0,638.6811786028535,0.5864840942174963
103,2,0,17,19,220.22327029051593,425.0096055760961,0.20222522524381628,0.39027511990458774,15,1,9,5,3,0,20,4,7,9,4.638580325315154,27.713606134459337,5.100547155541636,14.114012973092354,0.012960526146090315,14.114012973092354,0.0,0.0,0,3.050948184806375,4,0.2,0.0,0.0,645.232875866612,0.592500345148404
105,2,0,17,19,221.92692534077156,429.10143663922656,0.203789646777568,0.39403254053188846,15,1,9,5,3,0,20,4,7,9,4.945808718808851,27.15933401177015,4.770383008879145,14.396293232554203,0.013219736669012125,14.396293232554203,0.0,0.0,0,2.8984007755660564,4,0.2,0.0,0.0,651.0283619799982,0.5978221873094565
107,2,0,17,19,223.29522471411502,432.7795686953814,0.20504612003132694,0.39741007226389474,15,1,9,5,3,0,20,4,7,9,5.146892544432673,26.516147331534746,4.639268106215402,14.68421909720529,0.01348413140239237,14.68421909720529,0.0,0.0,0,2.8959807367877533,4,0.2,0.0,0.0,656.0747934094964,0.6024561922952216
109,2,0,17,19,224.48748760361508,436.0880599837456,0.2061409436213178,0.4004481726205194,15,1,9,5,3,0,20,4,7,9,5.44395469354402,25.785824384904053,4.447487674350781,14.977903479149393,0.013753814030440214,14.977903479149393,0.0,0.0,0,3.0361816999483655,4,0.2,0.0,0.0,660.5755475873607,0.6065891162418372
111,2,0,17,19,235.948145751484,439.0765567466739,0.21666496395912213,0.4031924304377171,15,1,9,5,3,0,20,2,9,9,5.63507559967314,25.070107897205972,4.113241372045547,15.277461548732383,0.01402889031104902,15.277461548732383,0.0,0.0,0,3.169372614950947,4,0.2,0.0,0.0,675.0247024981579,0.6198573943968392
113,1,0,17,18,246.4044437699347,441.77513627467414,0.22626670685944417,0.4056704648986907,15,1,9,5,3,0,20,2,9,9,2.555122519155478,28.95059509489879,3.4792689604318827,15.583010779707035,0.014309468117270005,15.583010779707035,0.0,0.0,0,1.722804592645996,3,0.2,0.0,0.0,688.1795800446089,0.6319371717581348
115,2,0,16,18,249.24574241632368,444.19524509343466,0.22887579652554976,0.4078927870463128,15,1,9,5,3,0,20,2,9,9,3.104020068772369,28.371583193000816,3.035488272302318,15.894670995301173,0.014595657479615403,15.894670995301173,0.0,0.0,0,1.636664363013696,3,0.2,0.0,0.0,693.4409875097583,0.6367685835718626
117,1,0,16,17,251.8074098957298,446.3672989447242,0.23122810826054158,0.4098873268546595,15,1,9,5,3,0,20,2,9,9,2.824900983577663,30.22970120650739,2.7248417906116225,16.212564415207197,0.014887570629207711,16.212564415207197,0.0,0.0,0,1.5548311448630112,3,0.2,0.0,0.0,698.1747088404541,0.6411154351152011
119,1,0,16,17,251.30984595450815,448.3179016980028,0.23077120840634358,0.4116785139559254,15,1,9,5,3,0,20,2,9,9,2.9684029639061094,30.375107182377242,2.5073892534281357,16.536815703511337,0.015185322041791861,16.536815703511337,0.0,0.0,0,1.4770895876198604,3,0.2,0.0,0.0,699.627747652511,0.6424497223622689
121,1,0,16,17,253.46100954379108,450.0704576210301,0.23274656523764103,0.4132878398723876,15,0,10,5,3,0,20,2,9,9,3.1090349046279875,29.767605038729698,2.355172477399695,16.867552017581566,0.0154890284826277,16.867552017581566,0.0,0.0,0,1.4032351082388674,3,0.2,0.0,0.0,703.5314671648212,0.6460344051100286
123,1,0,16,17,255.05953880030074,451.64565309852003,0.2342144525255287,0.41473430036595044,15,0,10,5,3,0,20,2,9,9,3.246854206535428,29.922252937955104,2.2486207341797866,17.204903057933194,0.01579880905228025,17.204903057933194,0.0,0.0,0,1.333073352826924,3,0.2,0.0,0.0,706.7051918988208,0.6489487528914791
125,1,0,16,17,257.44333781724544,456.30184165150456,0.23640343233906835,0.4190099556028508,15,0,9,6,3,0,20,2,9,9,3.3819171224047193,30.823807879196,2.1740345139258506,17.549001119091862,0.01611478523332586,17.549001119091862,0.0,0.0,0,1.2664196851855778,3,0.2,0.0,0.0,713.7451794687499,0.6554133879419192
127,1,0,16,17,260.5000774946391,457.11635648555875,0.23921035582611486,0.4197579031088694,15,0,9,6,4,0,20,3,9,8,3.514278779956625,30.007331721612083,2.1218241597480954,17.899981141473702,0.01643708093799238,17.899981141473702,0.0,0.0,0,1.4880987009262987,5,0.26666666666666666,0.0,0.0,717.6164339801978,0.6589682589349842
129,2,0,15,17,262.58879605523134,457.8486680057607,0.24112837103327028,0.42043036547820084,15,1,8,6,4,0,20,3,9,8,4.043993204357492,30.807185087179842,2.0852769118236667,18.25798076430317,0.016765822556752224,18.25798076430317,0.0,0.0,0,1.5561937658799838,5,0.26666666666666666,0.0,0.0,720.437464060992,0.6615587365114711
131,1,0,16,17,263.1023331111791,458.5125623404259,0.2415999385777586,0.42104000214915144,15,1,8,6,4,0,20,3,9,8,1.4903425633494676,31.591041385436245,2.0596938382765666,18.623140379589238,0.017101139007887272,18.623140379589238,0.0,0.0,0,1.6208840775859845,6,0.26666666666666666,0.0,0.0,721.614895451605,0.66263994072691
133,1,0,16,17,260.98561363097554,459.109479672193,0.23965621086407304,0.421588135603483,15,2,7,6,4,0,20,3,9,8,1.6605357120824784,32.35922055772752,2.0417856867935966,18.99560318718102,0.017443161788045013,18.99560318718102,0.0,0.0,0,1.682339873706685,6,0.26666666666666666,0.0,0.0,720.0950933031686,0.661244346467556
135,2,0,15,17,259.9724443688299,463.0212261567584,0.23872584423216703,0.4251801893083181,15,2,7,6,4,0,20,2,9,9,2.227324997840829,33.11203614657297,2.0292499807555178,19.37551525092464,0.01779202502380591,19.37551525092464,0.0,0.0,0,1.7407228800213508,6,0.26666666666666666,0.0,0.0,722.9936705255883,0.6639060335404852
137,2,0,15,17,258.7796000719045,466.5413961539357,0.23763048675106013,0.42841266864456906,15,2,7,6,4,0,20,2,9,9,2.5827784978840125,32.99979542364151,2.0204749865288623,19.76302555594313,0.01814786552428203,19.76302555594313,0.0,0.0,0,1.9386867360202833,6,0.26666666666666666,0.0,0.0,725.3209962258402,0.6660431553956292
139,2,0,15,17,257.77083308306396,469.70920273421075,0.2367041626107107,0.431321581941424,15,2,7,6,4,0,20,2,9,9,2.931122927926332,32.03979951516868,2.0143324905702036,20.15828606706199,0.018510822834767668,20.15828606706199,0.0,0.0,0,2.269252399219269,6,0.26666666666666666,0.0,0.0,727.4800358172747,0.6680257445521347
141,2,0,15,17,258.40869358004886,472.55992233709594,0.23728989309462706,0.4339393226235959,15,2,7,6,3,0,20,2,9,9,3.2725004693678055,33.449003524865304,2.0100327433991425,20.561451788403232,0.018881039291463023,20.561451788403232,0.0,0.0,0,2.3932897792583057,6,0.2,0.0,0.0,730.9686159171448,0.6712292157182229
143,2,0,15,17,258.54939443752835,475.12538300535215,0.23741909498395625,0.43629511754394135,15,2,7,6,3,0,20,2,9,9,3.6070504599804494,34.080023454368,2.0070229203794,20.9726808241713,0.019258660077292284,20.9726808241713,0.0,0.0,0,2.55862529029539,6,0.2,0.0,0.0,733.6747774428804,0.6737142125278976
145,2,0,15,17,258.663198704608,477.43413062497325,0.23752359844316623,0.43841517963725735,15,2,7,6,3,0,20,2,9,9,3.93490945078084,34.698422985280644,2.00491604426558,21.392134440654726,0.019643833278838133,21.392134440654726,0.0,0.0,0,2.7156940257806204,6,0.2,0.0,0.0,736.0973293295813,0.6759387780804236
147,2,0,15,17,259.1401366542522,479.5118512175902,0.2379615579928854,0.4403230957002665,15,2,7,6,3,1,20,2,9,9,4.256211261765223,36.05445452557503,2.003441230985906,21.81997712946782,0.020036709944414893,21.81997712946782,0.0,0.0,0,2.817409324491589,6,0.2,0.06666666666666667,0.0,738.6519878718425,0.6782846536931519
149,2,0,15,17,259.88247905462146,481.38165849519584,0.23864323145511612,0.44204009044554254,15,2,7,6,3,1,20,2,9,9,4.571087036529919,38.03336543506353,2.0024088616901343,22.256376672057176,0.02043744414330319,22.256376672057176,0.0,0.0,0,3.0565388582670097,6,0.2,0.06666666666666667,0.0,741.2641375498173,0.6806833219006587
151,2,0,15,17,259.34235302768485,483.06435218920046,0.23814724795930656,0.44358526371827406,15,2,7,6,3,1,20,2,9,9,4.879665295799321,38.37269812636226,2.0016862031830938,22.701504205498317,0.020846193026169253,22.701504205498317,0.0,0.0,0,3.4737119153536593,6,0.2,0.06666666666666667,0.0,742.4067052168853,0.6817325116775806
153,2,0,15,17,257.90287374879057,484.5786502174369,0.23682541207418786,0.44497580368910644,15,2,7,6,3,0,20,2,9,9,5.182071989883334,38.70524416383502,2.0011803422281655,23.155534289608283,0.021263116886692638,23.155534289608283,0.0,0.0,0,3.870026319585976,6,0.2,0.0,0.0,742.4815239662275,0.6818012157632943
155,2,0,15,17,256.77745309830345,485.9413974040586,0.23579196795069188,0.4462271785161236,15,2,7,6,3,0,20,2,9,9,5.478430550085668,39.78113928055832,2.000826239559716,23.61864497540045,0.021688379224426492,23.61864497540045,0.0,0.0,0,4.246525003606677,6,0.2,0.0,0.0,742.7188505023621,0.6820191464668155
157,2,0,15,17,258.151856994464,483.7927531661571,0.2370540468268724,0.44425413513880363,15,2,7,6,3,0,20,2,10,8,5.768861939083955,40.28551649494715,2.0005783676918014,24.091017874908463,0.022122146808915024,24.091017874908463,0.0,0.0,0,4.319198753426343,6,0.2,0.0,0.0,741.9446101606211,0.681308181965676
159,2,0,15,17,255.42797796471626,485.23386031881034,0.2345527805001986,0.4455774658574934,15,2,7,6,3,0,20,2,9,9,6.053484700302276,40.67980616504821,2.000404857384261,24.572838232406635,0.02256458974509333,24.572838232406635,0.0,0.0,0,4.530738815755025,6,0.2,0.0,0.0,740.6618382835265,0.680130246357692
161,2,0,15,17,249.06415646419418,486.5307469205828,0.22870905093130778,0.4467683626451633,15,3,6,6,3,0,20,2,9,9,6.332415006296231,39.566210041747254,2.0002834001689824,25.064294997054766,0.023015881539995193,25.064294997054766,0.0,0.0,0,4.731701874967273,6,0.2,0.0,0.0,735.594903384777,0.6754774135764711
